[2.2213168261963645, 0.23456790123456789]
[1.6646517507823897, 0.44444444444444442]
[1.0673870996192649, 0.75308641975308643]
[1.4610332405125652, 0.67901234567901236]
[0.5105593594503991, 0.83950617283950613]
[0.32836000389063064, 0.93827160493827155]
[0.51270084630376023, 0.85185185185185186]
[0.50930107888452314, 0.88888888888888884]
[0.39598294766044911, 0.88888888888888884]
[0.308312739941211, 0.88888888888888884]
[0.29424461505568389, 0.95061728395061729]
